@attribute hoax numeric,0.4288926277932186
@attribute edar numeric,0.3467057645496169
@attribute pesan numeric,0.2189121043398693
@attribute sosial numeric,0.18491023568309273
@attribute media numeric,0.17794691543461671
@attribute informasi numeric,0.17263744241561896
@attribute sebar numeric,0.16767232167995405
@attribute kabar numeric,0.15827765628927903
@attribute berita numeric,0.14650928529119855
@attribute beranta numeric,0.1280593081648661
@attribute benar numeric,0.11671629180980392
@attribute bohong numeric,0.11569004365630187
@attribute kandung numeric,0.086336836234575
@attribute broadcast numeric,0.08585488064423341
@attribute lansir numeric,0.08179042658612967
@attribute whatsapp numeric,0.08012915929043796
@attribute resah numeric,0.08011264774164806
@attribute viral numeric,0.07954566076284164
@attribute tidak numeric,0.07723981592161211
@attribute isu numeric,0.07636945932313788
@attribute presiden numeric,0.07624144472763072
@attribute tulis numeric,0.07410883153906134
@attribute isi numeric,0.07148975354083387
@attribute bahwa numeric,0.06947783899038029
@attribute id numeric,0.06832131508987249
@attribute kamis numeric,0.06804486652868891
@attribute masyarakat numeric,0.06650460008896797
@attribute jakarta numeric,0.06506266901844404
@attribute co numeric,0.06287804120293694
@attribute com numeric,0.06258164606682293
@attribute makan numeric,0.059061989542145255
@attribute palsu numeric,0.05797665567659804
@attribute info numeric,0.05333390164519358
@attribute hoaks numeric,0.050694106346515166
@attribute joko numeric,0.05067102300366122
@attribute imbau numeric,0.050235097313157895
@attribute widodo numeric,0.05002001332340522
@attribute jumat numeric,0.04932157660525949
@attribute facebook numeric,0.048782325494435064
@attribute partai numeric,0.04873524262239248
@attribute adalah numeric,0.047631106726366945
@attribute nilai numeric,0.04683608946968676
@attribute juli numeric,0.04680557611959768
@attribute obat numeric,0.044158136780786394
@attribute foto numeric,0.04413360258303767
@attribute jokowi numeric,0.04339664112651631
@attribute bpom numeric,0.043213031517384426
@attribute yg numeric,0.04149934079664774
@attribute sebut numeric,0.04142008676956643
@attribute jawapos numeric,0.04055472715378905
@attribute kanker numeric,0.04044287357809051
@attribute hati numeric,0.04038789914114449
@attribute ban numeric,0.04033009282085476
@attribute barat numeric,0.039930353012297304
@attribute mantan numeric,0.03980658032912365
@attribute sumber numeric,0.03928083649929104
@attribute putus numeric,0.03873873613109435
@attribute percaya numeric,0.03863112905158905
@attribute jalan numeric,0.03786559248975807
@attribute sms numeric,0.037682279301315624
@attribute tambah numeric,0.03731698479817691
@attribute bangun numeric,0.03677306744906972
@attribute dr numeric,0.03630849709179984
@attribute grup numeric,0.03623485808702476
@attribute produk numeric,0.035214406825969435
@attribute ketua numeric,0.03515363448064612
@attribute racun numeric,0.03493117797074796
@attribute detikcom numeric,0.034235160040803625
@attribute alias numeric,0.0341416975526978
@attribute naik numeric,0.033964736416491004
@attribute gubernur numeric,0.03335463029154484
@attribute tingkat numeric,0.03328818793081212
@attribute gedung numeric,0.03305731674396417
@attribute akun numeric,0.03280759100608932
@attribute kerja numeric,0.032349006595969065
@attribute minum numeric,0.0321894997023463
@attribute virus numeric,0.0321894997023463
@attribute news numeric,0.0321894997023463
@attribute sektor numeric,0.03204371171062992
@attribute pilpres numeric,0.03204371171062992
@attribute fasilitas numeric,0.03204371171062992
@attribute korupsi numeric,0.03156777607178829
@attribute politik numeric,0.031100725176931743
@attribute sesat numeric,0.031047123751774985
@attribute pilih numeric,0.03092816742939719
@attribute wakil numeric,0.03092752785419195
@attribute ekonomi numeric,0.030748420173984936
@attribute konsumsi numeric,0.030429505987898398
@attribute tubuh numeric,0.030429505987898398
@attribute ya numeric,0.030278578218833174
@attribute dpr numeric,0.029613242733111167
@attribute video numeric,0.029523468535096575
@attribute harap numeric,0.02816100396744947
@attribute persen numeric,0.02805952148152302
@attribute pernah numeric,0.02760735800673708
@attribute langkah numeric,0.02739449395283422
@attribute pasti numeric,0.02738874712821382
@attribute cawapres numeric,0.027353555330097645
@attribute golkar numeric,0.027353555330097645
@attribute rupiah numeric,0.027353555330097645
@attribute agustus numeric,0.026995102563810103
@attribute calon numeric,0.026894671283461236
@attribute kita numeric,0.02673773415612768
@attribute tempo numeric,0.02673413689529569
@attribute bantah numeric,0.02673413689529569
@attribute www numeric,0.02673413689529569
@attribute muncul numeric,0.026650337692893156
@attribute telusur numeric,0.026435558280019755
@attribute proses numeric,0.026291957763360463
@attribute jelas numeric,0.026249695585623956
@attribute investigasi numeric,0.025946091413168726
@attribute laboratorium numeric,0.025946091413168726
@attribute ramai numeric,0.025946091413168726
@attribute anda numeric,0.025946091413168726
@attribute badan numeric,0.025946091413168726
@attribute mengatasnamakan numeric,0.025946091413168726
@attribute orang numeric,0.02584154065810529
@attribute mahkamah numeric,0.02579876628918265
@attribute meter numeric,0.02579876628918265
@attribute baswedan numeric,0.02579876628918265
@attribute menang numeric,0.02579876628918265
@attribute dampak numeric,0.02579876628918265
@attribute tugas numeric,0.025781104018596013
@attribute capai numeric,0.025774090203919076
@attribute kantor numeric,0.025744237218568777
@attribute rp numeric,0.025705519627173823
@attribute cnn numeric,0.025695618963974542
@attribute masih numeric,0.025347373754281755
@attribute awas numeric,0.025169130723829536
@attribute kait numeric,0.024691902841249003
@attribute tutup numeric,0.024403152318765442
@attribute nama numeric,0.02427654334662821
@attribute agung numeric,0.024250715750990026
@attribute sisi numeric,0.024250715750990026
@attribute gerindra numeric,0.02424823525265618
@attribute dpp numeric,0.02424823525265618
@attribute caleg numeric,0.02424823525265618
@attribute mati numeric,0.02416732247727793
@attribute marak numeric,0.024020316628053373
@attribute picu numeric,0.024020316628053373
@attribute pom numeric,0.024020316628053373
